2.059; 1.03; 0.069
1.923; 1.088; 0.154
1.933; 1.292; 0.065
1.779; 0.829; 0.086
1.975; 0.829; 0.065
2.389; 0.779; 0.076
1.735; 0.945; 0.071
1.701; 0.913; 0.072
1.882; 0.937; 0.069
1.775; 0.814; 0.065
2.938; 1.298; 0.083
2.137; 0.814; 0.075
1.921; 1.669; 0.065
1.751; 0.96; 0.079
2.467; 0.951; 0.071
2.022; 0.826; 0.092
1.842; 0.821; 0.065
1.915; 0.884; 0.073
2.575; 1.02; 0.087
1.857; 0.902; 0.065
1.915; 0.964; 0.065
2.225; 0.82; 0.087
2.164; 1.028; 0.077
2.069; 1.059; 0.106
2.273; 0.963; 0.072
9.886; 5.318; 1.176
9.662; 4.024; 0.351
3.087; 0.851; 0.091
2.074; 1.187; 0.088
4.853; 0.988; 0.091
2.227; 1.071; 0.165
2.236; 1.612; 0.111
2.683; 0.899; 0.071
1.884; 1.009; 0.12
2.736; 0.839; 0.078
2.384; 1.136; 0.086
2.214; 1.569; 0.1
1.826; 0.907; 0.087
1.86; 1.079; 0.081
2.119; 0.923; 0.088
2.046; 0.944; 0.076
1.847; 0.937; 0.086
1.933; 0.878; 0.075
1.887; 0.948; 0.073
2.208; 5.131; 0.344
9.562; 4.433; 0.346
9.562; 1.578; 0.082
2.238; 0.908; 0.074
2.321; 0.89; 0.089
2.109; 0.896; 0.09
2.138; 0.903; 0.115
2.054; 1.048; 0.068
2.405; 0.83; 0.073
3.094; 1.14; 0.072
2.22; 0.95; 0.069
2.773; 0.946; 0.071
1.997; 0.966; 0.069
2.037; 1.04; 0.141
2.004; 1.208; 0.071
1.92; 0.926; 0.081
1.931; 0.853; 0.138
2.532; 0.927; 0.078
1.878; 1.851; 0.075
2.679; 0.996; 0.078
2.876; 0.967; 0.069
2.717; 0.943; 0.082
2.373; 1.07; 0.078
2.125; 0.922; 0.075
2.609; 1.121; 0.079
2.43; 0.888; 0.07
2.131; 1.004; 0.077
2.095; 0.964; 0.104
2.118; 1.026; 0.081
1.945; 1.862; 0.073
2.373; 0.853; 0.082
5.755; 1.196; 0.073
2.638; 0.992; 0.068
2.057; 1.51; 0.084
2.46; 1.005; 0.082
2.847; 0.892; 0.08
2.17; 0.907; 0.07
1.966; 0.985; 0.072
2.206; 1.036; 0.082
1.935; 1.431; 0.132
1.945; 1.617; 0.07
2.614; 1.121; 0.088
2.008; 0.886; 0.09
3.204; 1.47; 0.097
2.068; 1.005; 0.09
2.026; 1.124; 0.112
1.974; 1.036; 0.121
1.984; 0.913; 0.091
2.02; 1.004; 0.075
2.281; 1.54; 0.107
2.935; 0.906; 0.098
1.925; 0.924; 0.08
4.157; 1.112; 0.077
2.005; 0.909; 0.466
1.963; 1.007; 0.08
1.877; 1.254; 0.091
